0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
6.0E-5,0.0011,0.00687,5.7E-4,8.7E-4,0.00162,0.001,0.00808,4.8E-4,0.00698,3.0E-5,0.0,0.00101,0.00246,0.00195,0.0,2.2E-4,0.00131,0.0,0.00137,5.8E-4,0.00113,4.8E-4,6.0E-5,6.0E-5,0.00145,0.0014,0.00119,0.01169,3.0E-5,0.00104,2.7E-4,4.7E-4,0.001,1.1E-4,3.5E-4,1.3E-4,0.00104,0.00217,0.0,business
0.01304,0.00265,0.00114,0.01548,0.036,0.0076,0.00567,0.01588,0.00137,0.03199,0.00159,0.00304,0.00153,0.00785,0.00769,0.0,0.00582,0.01324,5.4E-4,0.00397,0.00265,0.00483,0.01098,0.00138,0.0,0.00169,7.2E-4,0.00135,0.0,0.0,0.00582,0.00137,0.00137,0.00276,3.7E-4,0.0,0.00135,0.00353,0.00572,0.0,business
8.0E-5,0.00253,0.00279,0.00155,5.4E-4,0.00242,7.9E-4,0.0,0.00308,5.8E-4,1.3E-4,7.4E-4,0.00724,0.00154,0.00226,0.0,0.00688,0.01403,5.0E-4,0.00135,0.00505,0.00227,0.00104,0.00242,0.0,0.0056,0.00411,0.00194,0.0,0.00103,0.00387,0.00112,0.00301,0.00664,0.00331,0.0,0.00572,0.00269,0.00519,1.1E-4,business
4.4E-4,8.0E-5,2.4E-4,2.7E-4,2.1E-4,8.0E-5,1.8E-4,0.0,6.0E-5,7.0E-5,0.0,1.7E-4,1.0E-4,1.8E-4,4.7E-4,0.0,1.3E-4,0.00577,0.0,0.00109,0.0,2.1E-4,1.4E-4,0.0,3.9E-4,1.5E-4,1.0E-5,6.0E-5,0.0,0.0,0.00128,2.0E-5,3.0E-5,7.0E-5,1.0E-5,1.1E-4,1.7E-4,9.0E-5,2.4E-4,0.0,business
1.8E-4,3.0E-4,3.4E-4,4.4E-4,5.7E-4,4.0E-5,1.9E-4,1.4E-4,5.9E-4,3.3E-4,0.0,4.1E-4,0.0,0.0,0.00223,0.0,0.0,0.00733,2.0E-5,3.4E-4,3.0E-4,0.00135,0.00168,0.00102,0.0,6.7E-4,1.8E-4,5.8E-4,0.0,1.4E-4,9.3E-4,1.8E-4,5.0E-4,3.9E-4,3.1E-4,5.3E-4,1.3E-4,2.6E-4,5.6E-4,0.0041,business
3.0E-4,2.9E-4,7.8E-4,3.6E-4,5.2E-4,3.2E-4,1.8E-4,1.7E-4,1.4E-4,1.5E-4,1.7E-4,3.9E-4,3.3E-4,4.0E-4,0.00117,0.0,4.5E-4,0.0094,4.0E-5,1.8E-4,0.0,2.2E-4,4.7E-4,0.0,0.0,4.0E-4,1.9E-4,3.9E-4,0.0,7.0E-5,0.00196,1.1E-4,2.4E-4,9.0E-5,8.0E-5,0.0,1.9E-4,3.7E-4,7.3E-4,3.0E-5,business
8.0E-5,0.0,2.8E-4,7.4E-4,4.7E-4,0.00108,3.9E-4,3.7E-4,1.5E-4,0.00223,1.1E-4,1.9E-4,4.0E-5,1.0E-4,0.00122,0.0,3.6E-4,0.00939,1.7E-4,1.7E-4,1.8E-4,4.2E-4,4.9E-4,1.2E-4,1.0E-4,4.4E-4,4.7E-4,4.3E-4,0.0,3.3E-4,0.00234,3.9E-4,4.4E-4,2.2E-4,2.6E-4,1.3E-4,2.5E-4,2.9E-4,3.7E-4,5.6E-4,business
2.6E-4,4.4E-4,9.9E-4,7.0E-4,9.6E-4,3.6E-4,2.0E-4,1.5E-4,1.5E-4,7.6E-4,9.0E-5,7.0E-5,1.3E-4,3.1E-4,0.0032,0.0,4.4E-4,0.00664,3.2E-4,1.9E-4,1.1E-4,3.5E-4,0.00132,3.7E-4,3.0E-5,4.1E-4,2.9E-4,4.5E-4,0.0,0.0,0.00628,1.0E-4,2.5E-4,2.3E-4,1.5E-4,2.0E-4,2.7E-4,1.7E-4,5.7E-4,3.2E-4,business
5.3E-4,8.0E-5,9.3E-4,0.00161,0.00359,5.8E-4,1.5E-4,8.0E-5,1.9E-4,2.5E-4,1.6E-4,2.3E-4,6.8E-4,5.3E-4,0.00146,0.0,8.6E-4,0.00726,0.0,2.7E-4,8.0E-5,4.7E-4,0.00148,1.4E-4,0.0,4.3E-4,6.4E-4,2.8E-4,0.0,0.0,0.00144,6.0E-5,4.8E-4,3.3E-4,1.9E-4,1.5E-4,2.1E-4,2.9E-4,9.1E-4,0.0,business
1.7E-4,4.9E-4,4.8E-4,0.00145,0.00111,0.00137,9.6E-4,2.4E-4,5.4E-4,0.00115,3.0E-5,4.4E-4,3.0E-4,0.0011,0.00166,0.0,7.5E-4,0.00214,1.3E-4,0.00102,3.6E-4,0.0019,9.5E-4,2.8E-4,1.1E-4,0.00109,3.8E-4,0.00174,0.0,2.7E-4,8.4E-4,3.9E-4,6.7E-4,6.1E-4,3.3E-4,5.5E-4,5.4E-4,1.7E-4,6.5E-4,1.6E-4,business
9.0E-5,0.0,2.0E-4,1.5E-4,1.7E-4,9.0E-5,0.0,4.0E-5,2.0E-5,6.0E-5,3.0E-5,1.0E-4,9.0E-5,1.1E-4,3.2E-4,0.0,1.1E-4,0.00757,7.0E-5,9.0E-5,4.0E-5,8.0E-5,1.5E-4,0.0,0.0,1.9E-4,2.0E-5,7.0E-5,0.0,4.0E-5,0.00126,2.0E-5,4.0E-5,0.0,2.0E-5,3.0E-5,8.0E-5,8.0E-5,2.4E-4,0.0,business
1.2E-4,1.3E-4,4.8E-4,6.5E-4,3.6E-4,1.4E-4,1.2E-4,0.00192,1.9E-4,7.8E-4,0.0,1.7E-4,1.9E-4,1.8E-4,0.00329,0.0,1.2E-4,0.0091,1.1E-4,1.0E-4,4.0E-5,2.9E-4,6.3E-4,0.0,0.0,0.00105,8.0E-5,7.9E-4,0.0,8.0E-5,0.00193,1.0E-4,1.0E-4,7.0E-5,8.0E-5,4.5E-4,1.8E-4,1.3E-4,6.1E-4,5.7E-4,business
0.00131,0.0,2.4E-4,2.8E-4,5.0E-5,1.0E-4,2.6E-4,0.0,5.6E-4,0.0,2.8E-4,1.0E-4,0.0,0.0011,1.0E-4,0.0,9.0E-5,0.0018,8.0E-5,4.0E-5,2.9E-4,1.9E-4,0.0,0.0,0.0,7.0E-5,2.0E-5,1.4E-4,0.0,0.0,3.0E-4,2.0E-5,7.0E-5,1.1E-4,3.0E-5,1.9E-4,2.0E-5,1.2E-4,3.0E-5,0.0,business
4.0E-5,8.0E-5,5.0E-5,1.6E-4,1.1E-4,2.0E-5,0.0,4.0E-5,1.0E-5,3.0E-5,6.0E-5,1.1E-4,0.0,0.0,4.2E-4,0.0,1.0E-5,0.01305,6.0E-5,4.0E-5,0.0,2.8E-4,2.7E-4,0.0,0.0,1.7E-4,1.7E-4,1.0E-4,0.0,2.2E-4,0.00238,6.0E-5,1.4E-4,1.0E-4,7.0E-5,7.0E-5,1.0E-5,0.0,1.3E-4,8.0E-5,business
2.8E-4,1.0E-4,6.7E-4,3.9E-4,5.9E-4,3.1E-4,1.4E-4,0.00148,1.1E-4,1.4E-4,0.0,2.2E-4,3.0E-4,4.1E-4,0.00223,0.0,4.6E-4,0.00847,2.9E-4,8.6E-4,1.3E-4,1.3E-4,8.7E-4,0.0,0.0,3.1E-4,9.0E-5,1.6E-4,0.0,9.0E-5,0.00254,5.0E-5,8.0E-5,4.7E-4,5.0E-5,9.0E-5,9.0E-5,3.2E-4,6.4E-4,0.0,business
4.0E-5,5.0E-5,0.0,3.5E-4,9.0E-5,7.0E-5,0.0,0.0,1.0E-5,5.0E-5,0.0,6.0E-5,0.0,0.0,4.8E-4,0.0,3.0E-5,0.00479,7.0E-5,5.0E-5,0.0,1.3E-4,1.4E-4,0.0,0.0,2.8E-4,0.0,2.4E-4,0.0,0.0,0.00168,1.0E-5,0.0,5.0E-5,1.0E-5,0.0,6.0E-5,0.0,1.1E-4,0.0,business
2.4E-4,5.2E-4,3.8E-4,2.7E-4,4.0E-4,1.3E-4,2.9E-4,5.2E-4,9.0E-5,1.9E-4,1.2E-4,1.1E-4,9.0E-5,5.6E-4,0.00184,0.0,2.2E-4,0.01389,8.0E-5,8.0E-5,4.0E-5,1.8E-4,3.8E-4,7.0E-5,0.0,2.8E-4,1.4E-4,7.5E-4,0.0,7.0E-5,0.00642,3.0E-5,2.2E-4,8.0E-5,4.0E-5,0.0,1.3E-4,1.9E-4,3.4E-4,1.2E-4,business
1.7E-4,2.5E-4,2.3E-4,3.5E-4,3.4E-4,8.1E-4,1.8E-4,7.0E-5,6.0E-5,1.6E-4,3.0E-5,5.0E-5,2.9E-4,0.001,6.9E-4,0.0,4.7E-4,0.01943,0.0,2.8E-4,7.0E-5,8.0E-4,3.9E-4,6.0E-5,0.0,5.4E-4,2.0E-5,0.00116,0.0,0.0,0.00335,1.0E-5,2.2E-4,3.0E-4,7.0E-5,3.5E-4,5.0E-5,6.0E-5,2.5E-4,3.0E-5,business
7.8E-4,6.8E-4,0.00152,0.00131,8.4E-4,5.0E-4,7.6E-4,0.00144,0.00134,6.1E-4,0.00176,7.6E-4,0.00122,6.9E-4,0.00241,0.0,7.6E-4,0.00646,0.00235,0.00106,4.1E-4,7.8E-4,0.00116,0.0,0.0,0.0012,0.00201,0.00124,0.0,3.2E-4,0.00257,9.6E-4,6.2E-4,0.001,0.0011,0.00204,7.7E-4,0.00119,0.00157,1.1E-4,business
3.5E-4,2.0E-4,7.4E-4,9.0E-4,6.9E-4,2.7E-4,3.4E-4,5.1E-4,5.3E-4,8.5E-4,4.5E-4,9.0E-5,2.0E-4,2.9E-4,0.00351,0.0,4.9E-4,0.00244,0.00104,1.4E-4,1.4E-4,3.6E-4,6.1E-4,0.0,6.0E-5,3.1E-4,4.4E-4,6.1E-4,0.0,3.5E-4,0.00142,1.7E-4,4.1E-4,4.4E-4,3.0E-4,3.9E-4,5.1E-4,3.7E-4,9.4E-4,5.3E-4,business
2.2E-4,7.1E-4,0.00121,0.00137,5.0E-4,5.0E-5,0.00558,4.7E-4,0.00386,0.00543,6.0E-5,3.6E-4,0.0,5.9E-4,0.02813,0.0,8.0E-5,0.00962,0.00122,6.6E-4,9.0E-4,3.6E-4,0.00568,0.0,0.0,8.8E-4,6.5E-4,6.9E-4,0.0,4.0E-4,0.00506,1.0E-5,0.01623,4.0E-5,0.00551,0.00242,0.0062,2.2E-4,9.2E-4,0.00304,business
6.3E-4,1.3E-4,0.00156,0.00125,8.9E-4,4.4E-4,3.9E-4,4.2E-4,4.0E-4,6.4E-4,5.9E-4,3.6E-4,6.2E-4,6.9E-4,0.00191,0.0,7.5E-4,0.00725,0.0013,5.4E-4,9.0E-5,5.8E-4,8.9E-4,8.0E-5,0.0,5.8E-4,7.3E-4,9.9E-4,0.0,4.6E-4,0.00188,0.00107,6.7E-4,1.6E-4,5.2E-4,3.6E-4,6.8E-4,7.7E-4,0.00132,2.2E-4,business
4.6E-4,0.00193,0.00258,0.00186,0.0013,0.00193,7.9E-4,3.9E-4,0.00244,0.00104,0.0,0.00165,0.00534,0.00124,0.00812,0.0,0.00551,0.0074,4.2E-4,0.00145,0.00424,0.00433,0.00334,0.00185,0.0,0.00535,0.0033,0.0025,0.0,8.3E-4,0.00265,8.3E-4,0.00391,0.00604,0.00295,9.3E-4,0.00447,0.00209,0.00464,0.00106,business
2.5E-4,3.6E-4,1.9E-4,6.9E-4,6.1E-4,8.7E-4,9.6E-4,2.5E-4,1.0E-4,4.4E-4,3.0E-5,5.4E-4,1.0E-4,0.00132,0.0024,0.0,4.1E-4,0.00271,1.8E-4,4.7E-4,2.2E-4,0.00214,0.00287,8.0E-5,1.8E-4,8.0E-4,3.3E-4,0.00155,0.0,0.0,5.7E-4,0.0,0.001,7.7E-4,2.1E-4,7.5E-4,1.3E-4,4.0E-5,3.0E-4,3.9E-4,business
2.4E-4,2.1E-4,3.1E-4,8.1E-4,5.6E-4,4.0E-5,7.0E-4,2.0E-4,1.3E-4,7.6E-4,5.3E-4,5.1E-4,5.0E-5,6.0E-5,0.00512,0.0,9.0E-5,0.00268,1.5E-4,2.1E-4,2.1E-4,0.00144,0.00168,0.0,0.0,0.00167,2.9E-4,0.00104,0.0,8.0E-5,9.0E-4,5.0E-5,8.1E-4,5.3E-4,2.8E-4,8.2E-4,4.3E-4,9.0E-5,3.8E-4,8.6E-4,business
2.3E-4,0.0,6.0E-4,4.6E-4,5.3E-4,2.0E-5,0.0,5.4E-4,2.9E-4,7.0E-5,0.00112,4.8E-4,0.0,0.0,0.00372,0.0,2.4E-4,0.00215,3.8E-4,4.0E-4,2.7E-4,0.00143,0.00152,0.0,0.0,7.0E-4,2.4E-4,6.1E-4,0.0,8.0E-5,3.9E-4,3.2E-4,9.1E-4,5.3E-4,4.7E-4,3.2E-4,1.8E-4,4.0E-5,7.9E-4,3.9E-4,business
5.6E-4,0.00101,0.00119,0.00309,0.00112,8.0E-5,0.00116,2.2E-4,7.9E-4,3.7E-4,0.0,7.3E-4,1.4E-4,6.7E-4,0.00364,0.0,7.0E-4,0.00302,7.5E-4,0.00196,7.1E-4,0.00277,0.00181,8.1E-4,4.5E-4,0.00145,0.0013,0.00187,0.0,1.7E-4,0.00164,0.001,0.00195,0.00167,0.00146,0.0018,0.00141,0.00188,9.5E-4,5.8E-4,business
1.9E-4,0.0,2.7E-4,2.8E-4,3.6E-4,1.4E-4,6.5E-4,0.00116,8.0E-5,6.0E-5,3.0E-5,4.1E-4,4.0E-5,5.0E-5,0.00178,0.0,7.0E-5,0.00172,2.0E-5,1.8E-4,1.5E-4,0.00106,9.5E-4,0.0,1.3E-4,4.5E-4,1.4E-4,4.7E-4,0.0,0.0,3.2E-4,4.0E-5,7.0E-4,4.3E-4,2.2E-4,3.0E-4,1.0E-5,2.0E-5,4.6E-4,2.9E-4,business
3.2E-4,2.9E-4,7.1E-4,0.00238,6.0E-4,4.6E-4,6.7E-4,5.7E-4,0.0024,0.00146,0.00452,0.00165,4.0E-5,2.5E-4,0.00611,0.0,3.9E-4,0.00191,0.0015,0.00159,3.2E-4,0.00206,0.00118,2.4E-4,1.0E-4,0.00166,0.0052,0.00296,0.0,2.3E-4,0.00557,0.002,9.0E-4,7.3E-4,0.00248,0.00527,4.2E-4,0.00239,0.00155,0.00101,business
6.0E-5,8.0E-5,4.1E-4,2.5E-4,3.3E-4,3.6E-4,9.0E-5,3.1E-4,2.7E-4,8.2E-4,1.6E-4,1.1E-4,1.5E-4,1.8E-4,0.00233,0.0,2.0E-4,0.00139,3.3E-4,2.3E-4,8.0E-5,4.7E-4,4.3E-4,3.6E-4,2.2E-4,2.6E-4,5.4E-4,2.5E-4,0.0,2.0E-4,6.2E-4,1.2E-4,3.1E-4,1.5E-4,2.3E-4,3.0E-4,8.0E-5,2.4E-4,7.1E-4,0.00131,business
1.9E-4,3.4E-4,0.00131,0.00252,9.1E-4,2.9E-4,0.00139,0.0033,0.0029,0.00132,0.00519,0.00202,4.0E-5,6.5E-4,0.00383,0.0,6.3E-4,0.00227,0.00181,0.00187,5.0E-4,0.00271,0.0015,1.6E-4,0.00304,0.00114,0.00546,0.00282,0.0,6.1E-4,0.00518,0.00267,0.00163,0.00112,0.00299,0.00466,5.4E-4,0.00277,0.00167,0.00199,business
4.8E-4,3.0E-5,5.1E-4,6.9E-4,8.6E-4,9.0E-5,1.1E-4,6.7E-4,1.0E-4,3.0E-4,7.0E-5,8.0E-4,7.0E-5,9.0E-5,0.00423,0.0,3.3E-4,0.00416,8.0E-5,3.4E-4,4.0E-4,0.00208,0.00216,0.0,9.0E-5,9.0E-4,1.1E-4,7.7E-4,0.0,3.0E-5,6.9E-4,8.0E-5,0.00123,0.0011,3.8E-4,5.0E-4,6.0E-5,3.8E-4,8.1E-4,5.4E-4,business
3.4E-4,0.00155,9.1E-4,4.1E-4,5.2E-4,2.4E-4,5.4E-4,0.00237,0.00112,7.8E-4,0.00248,5.9E-4,5.0E-5,5.0E-4,0.00445,0.0,4.7E-4,0.00109,7.2E-4,5.1E-4,5.2E-4,7.5E-4,5.3E-4,0.0,0.00382,4.6E-4,0.00108,6.0E-4,0.0,6.3E-4,0.00113,0.00117,9.2E-4,3.5E-4,8.5E-4,3.9E-4,3.5E-4,5.8E-4,5.7E-4,8.1E-4,business
1.9E-4,0.0,1.1E-4,2.8E-4,3.4E-4,3.8E-4,1.7E-4,7.0E-5,1.5E-4,2.9E-4,2.8E-4,2.2E-4,5.0E-5,6.0E-5,7.1E-4,0.0,1.3E-4,9.1E-4,1.3E-4,9.0E-5,8.0E-5,5.8E-4,5.3E-4,0.0,5.8E-4,0.00206,9.0E-5,2.6E-4,0.0,8.9E-4,2.2E-4,1.3E-4,4.0E-4,1.9E-4,3.1E-4,1.4E-4,1.6E-4,3.0E-5,2.7E-4,2.3E-4,business
0.00435,0.00182,0.00455,0.00682,0.00279,0.00145,0.00397,4.8E-4,0.00231,0.00356,0.00238,0.00132,0.00233,1.8E-4,0.00893,0.0,0.00272,0.00457,8.9E-4,0.00253,0.0011,0.00573,0.00617,0.00209,1.5E-4,0.00212,0.00486,0.00381,0.0,0.00182,0.00859,0.01331,0.00597,0.00105,0.0048,6.3E-4,0.00338,0.00275,0.00286,0.00316,business
1.9E-4,0.0,3.8E-4,6.1E-4,6.4E-4,7.0E-5,0.0,1.9E-4,2.3E-4,8.0E-5,0.00128,6.2E-4,0.0,7.0E-5,0.00155,0.0,2.2E-4,0.00245,2.4E-4,2.6E-4,5.0E-5,0.00154,0.00171,0.0,3.0E-5,7.6E-4,2.1E-4,6.7E-4,0.0,0.0,2.4E-4,2.9E-4,8.6E-4,5.6E-4,4.7E-4,3.6E-4,1.5E-4,0.0,7.7E-4,4.0E-4,business
3.4E-4,1.4E-4,8.8E-4,0.0027,9.7E-4,2.2E-4,6.7E-4,6.0E-4,0.00244,0.00122,0.00438,0.00247,4.0E-5,2.5E-4,0.00656,0.0,3.6E-4,0.00451,0.00158,0.00192,4.3E-4,0.00403,0.00265,0.0,2.0E-5,0.00152,0.00567,0.00313,0.0,2.3E-4,0.00589,0.00201,0.00183,0.00153,0.00298,0.00558,4.9E-4,0.00255,0.00161,0.00111,business
2.9E-4,5.0E-5,4.8E-4,8.0E-4,6.6E-4,2.9E-4,1.8E-4,2.9E-4,1.1E-4,1.0E-4,0.0,9.7E-4,1.8E-4,0.0,0.00215,0.0,2.5E-4,0.00249,1.9E-4,2.7E-4,2.5E-4,0.00154,0.00144,6.9E-4,6.0E-5,7.9E-4,2.1E-4,8.7E-4,0.0,0.0,6.0E-4,2.0E-4,0.00221,6.9E-4,4.5E-4,5.0E-4,6.2E-4,3.1E-4,6.0E-4,4.0E-4,business
